Implementing Agency,Sector/Cluster,Activity Category,Org Type,District,Sub Dstrict,Village,Place Name,Activity,Materials/Service Provided,Primary Beneficiary,# of Primary Beneficiaries,Status,Start Date,End Date
WVI,Nutrition,,International NGOs,Donggala,Balaesang Tanjung,Walandano,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Palu Barat,Lere,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Palu Barat,Baru,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Tawaeli,Lambara,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Tawaeli,Baiya,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Tawaeli,Pantoloan Boya,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Ulujadi,Buluri,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Ulujadi,Tipo,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Ulujadi,Watusampu,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Palu Utara,Mamboro Barat,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Palu,Palu Utara,Mamboro,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Sigi,Sigi Biromaru,"Jono Oge
",,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Sigi,Sigi Biromaru,Loru,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Sigi,Sigi Biromaru,Sidera,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Sigi,Marawola,Padende,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Sigi,Marawola,Baliase,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Sigi,Marawola,Sibedi,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Sigi,Dolo Selatan,Rogo,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Sigi,Dolo Selatan,Jono,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Sigi,Dolo Selatan,Bangga,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Parigi Moutong,Parigi Selatan,Nambaru,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Parigi Moutong,Parigi,Bantaya,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Nutrition,,International NGOs,Parigi Moutong,Parigi Tengah,Petapa,,Activate public kitchen of IYCF in Palu  Sigi   Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province  Conduct Mobile Clinic by mobilizing professional volunteers (medical doctor)  Mobilizing Nutrition Councellor,,"children under 5, Pregnant mothers, Breastfeeding mother ",,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Donggala,Tanantovea,Wani 1,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,children,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Donggala,Sindue,Lero,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Donggala,Balaesang Tanjung,Walandano,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Palu Barat,Lere,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Palu Barat,Baru,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Tawaeli,Lambara,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Tawaeli,Baiya,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Parigi Moutong,Parigi Selatan,Nambaru,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Tawaeli,Pantoloan Boya,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Ulujadi,Buluri,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Ulujadi,Tipo,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Ulujadi,Watusampu,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Palu Utara,Mamboro Barat,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Palu,Palu Utara,Mamboro,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Sigi,Sigi Biromaru,"Jono Oge
",,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Sigi,Sigi Biromaru,Loru,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Sigi,Sigi Biromaru,Sidera,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Sigi,Marawola,Padende,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Sigi,Marawola,Baliase,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Sigi,Marawola,Sibedi,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Sigi,Dolo Selatan,Rogo,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Sigi,Dolo Selatan,Jono,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Sigi,Dolo Selatan,Bangga,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Parigi Moutong,Parigi Selatan,Nambaru,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Parigi Moutong,Parigi,Bantaya,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,WASH,,International NGOs,Parigi Moutong,Parigi Tengah,Petapa,,"Water distribution to IDPs camp
Installation of Latrine and Handwashing Facilities
Set up waste collection points
Water Committee Training",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Donggala,Tanantovea,Wani 1,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,School Children,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Donggala,Sindue,Lero,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,School Children,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Donggala,Balaesang Tanjung,Walandano,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Palu Barat,Lere,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Palu Barat,Baru,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Tawaeli,Lambara,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Tawaeli,Baiya,,Child Friendly Space Psychosocial Support Training for Teachers education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Tawaeli,Pantoloan Boya,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Ulujadi,Buluri,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Ulujadi,Tipo,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Ulujadi,Watusampu,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Palu Utara,Mamboro Barat,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Palu,Palu Utara,Mamboro,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Sigi,Sigi Biromaru,"Jono Oge
",,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Sigi,Sigi Biromaru,Loru,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Sigi,Sigi Biromaru,Sidera,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Sigi,Marawola,Padende,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Sigi,Marawola,Baliase,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Sigi,Marawola,Sibedi,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Sigi,Dolo Selatan,Rogo,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Sigi,Dolo Selatan,Jono,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Sigi,Dolo Selatan,Bangga,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Parigi Moutong,Parigi Selatan,Nambaru,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Parigi Moutong,Parigi,Bantaya,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Education,,International NGOs,Parigi Moutong,Parigi Tengah,Petapa,,Child Friendly Space  Psychosocial Support Training for Teachers  education in emergencies training for Teachers,,"School Children, School Teachers",,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Donggala,Tanantovea,Wani 1,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Donggala,Sindue,Lero,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Donggala,Balaesang Tanjung,Walandano,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Palu Barat,Lere,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Palu Barat,Baru,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Tawaeli,Lambara,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Tawaeli,Baiya,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Tawaeli,Pantoloan Boya,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Ulujadi,Buluri,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Ulujadi,Tipo,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Ulujadi,Watusampu,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Palu Utara,Mamboro Barat,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Palu,Palu Utara,Mamboro,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Sigi,Sigi Biromaru,"Jono Oge
",,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Sigi,Sigi Biromaru,Loru,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Sigi,Sigi Biromaru,Sidera,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Sigi,Marawola,Padende,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Sigi,Marawola,Baliase,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
WVI,Early Recovery,,International NGOs,Sigi,Marawola,Sibedi,,"Market Assessment
Multipurpose Cash assistance",,household,,ongoing,Oct-01-2018,Mar-30-2019
YP/UNFPA,Health,,National NGOs,Palu,Palu Timur,Besusu Timur,WFS Vatulemo,Psychosocial Support,,Woman at reproductive age,,completed,43384,43388
YP/UNFPA,Health,,National NGOs,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Psychosocial Support,,Woman at reproductive age,,completed,43384,43388
YSTC,Child protection,,National NGOs,Donggala,Balaesang,Lombonga,Kamp Lomboga,PFA & PSS   CFS activities,,Children,,ongoing,Oct-08-2018,
YSTC,Child protection,,National NGOs,Donggala,Banawa,Boya,Boya,PFA & PSS   CFS activities,,Children,,ongoing,Oct-08-2018,
YSTC,Child protection,,National NGOs,Palu,Mantikulore,Tanamodindi,Lapangan Vatulemo,PFA & PSS   CFS activities,,Children,,ongoing,Oct-06-2018,
YSTC,Child protection,,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,PFA & PSS   CFS activities,,Children,,ongoing,Oct-04-2018,
YSTC,Child protection,,National NGOs,Palu,Palu Barat,Tanamodindi,Posko pengungsi Mesjid Agung darusslam,PFA & PSS   CFS activities,,Children,,ongoing,Oct-06-2018,
YSTC,Child protection,,National NGOs,Palu,Palu Selatan,Birobuli Selatan,Lap. Komplek TNI AU - Jl Dewi Sartika,PFA & PSS   CFS activities,,Children,,ongoing,Oct-09-2018,
YSTC,Child protection,,National NGOs,Palu,Palu Utara,Mamboro,Posko pengungsi mamboro,PFA & PSS   CFS activities,,Children,,ongoing,Oct-07-2018,
YSTC,Child protection,,National NGOs,Palu,Palu Selatan,Birobuli Utara,Bandara Muatiara - cendrawasih,PFA & PSS   CFS activities,,Children,,ongoing,Oct-09-2018,
YSTC,Child protection,,National NGOs,Palu,Palu Selatan,Petobo,Posko 1 Petobo,PFA & PSS   CFS activities,,Children,,ongoing,Oct-07-2018,
YSTC,Child protection,,National NGOs,Donggala,Sindue,Lore,Posko Lore Induk,PFA & PSS   CFS activities,,Children,,ongoing,Oct-13-2018,
YSTC,Child protection,,National NGOs,Donggala,Sindue,Lore Tatari,Posko SMP Lero Tatari,PFA & PSS   CFS activities,,Children,,ongoing,Oct-13-2018,
YSTC,Child protection,,National NGOs,Donggala,Sindue,Lero,Lapangan Lero Induk,PFA & PSS   CFS activities,,Children,,ongoing,Oct-12-2018,
YSTC,Child protection,,National NGOs,Palu,Palu Selatan,Petobo,Posko Petobo,PFA & PSS   CFS activities,,Children,,ongoing,Oct-13-2018,
YSTC,Child protection,,National NGOs,Palu,Palu Barat,Jl WR Supratman,Posko pengungsi Mesjid Agung darusslam,PFA & PSS   CFS activities,,Children,,ongoing,Oct-12-2018,
YSTC,Child protection,,National NGOs,Sigi,Tanambulava,Sibalaya Selatan,Kantor Desa Sibaya Selatan,PFA & PSS   CFS activities,,Children,,ongoing,Oct-12-2018,
YSTC,WASH,,National NGOs,Palu,Ulujadi,Kabonena,Posko Kabonena,Distribution,,Households,,completed,Oct-09-2018,Oct-09-2018
YSTC,WASH,,National NGOs,Donggala,Balaesang,Lombonga,Kamp Lomboga,Distribution,,Children,,completed,Oct-08-2018,Oct-08-2018
YSTC,WASH,,National NGOs,Donggala,Banawa,Boya,Boya,Distribution,,Children,,completed,Oct-08-2018,Oct-08-2018
YSTC,WASH,,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,Distribution,,Children,,completed,Oct-04-2018,Oct-04-2018
YSTC,WASH,,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,Distribution,,Children,,completed,Oct-05-2018,Oct-05-2018
YSTC,WASH,,National NGOs,Palu,Palu Selatan,Birobuli Selatan,Lap. Komplek TNI AU - Jl Dewi Sartika,Distribution,,Children,,completed,Oct-07-2018,Oct-07-2018
YSTC,WASH,,National NGOs,Palu,Palu Timur,Besusu,Posko Makorem,Distribution,,Children,,completed,Oct-04-2018,Oct-04-2018
YSTC,WASH,,National NGOs,Sigi,Marawola,Baliase,Baliase Kampung,Distribution,,Children,,completed,Oct-06-2018,Oct-06-2018
YSTC,WASH,,National NGOs,Sigi,Marawola,Baliase,BTN Baliase,Distribution,,Children,,completed,Oct-06-2018,Oct-06-2018
YSTC,WASH,,National NGOs,Sigi,Marawola,Baliase,Desa Baliase - Kab. Sigi,Distribution,,Children,,completed,Oct-05-2018,Oct-05-2018
YSTC,WASH,,National NGOs,Donggala,Sindue,Lore Tatari,Posko SMP Lero Tatari,Distribution,,Children,,completed,Oct-13-2018,Oct-13-2018
YSTC,WASH,,National NGOs,Palu,Mantikulore,Tanamodindi,Indivudual beneficiaries in Vatulemo,Distribution,,Children,,completed,Oct-13-2018,Oct-13-2018
